DateTime,SecondsSinceStart,Slot1ID,Slot2ID,Slot3ID,Slot1Sensor,Slot2Sensor,Slot3Sensor,MQ4Value,MQ5Value,MQ6Value,MQ9Value,DHTHumidity,DHTTemperature,BMPPressure,BMPTemperature,NEWTEMPTemperature,MotionValue,DecibelValue
2024-02-06 17:18:44.230528,0.0,,,,,,,,,,,,,,,,,
2024-02-06 17:18:44.233522,0.0029938220977783203,,377,365,,None,None,,,,,,,,,,,
2024-02-06 17:18:44.236514,0.005986213684082031,362,369,355,None,None,None,,,,,,,,,,,
2024-02-06 17:18:44.239088,0.008559703826904297,381,389,378,None,None,None,,,,,,,,,,,
2024-02-06 17:18:45.211476,0.980947732925415,360,370,358,None,None,None,,,,,,,,,,,
2024-02-06 17:18:46.219847,1.98931884765625,323,335,324,None,None,None,,,,,,,,,,,
2024-02-06 17:18:47.222651,2.9921228885650635,340,351,340,None,None,None,,,,,,,,,,,
2024-02-06 17:18:48.231405,4.0008766651153564,361,371,360,None,None,None,,,,,,,,,,,
2024-02-06 17:18:49.234156,5.003628253936768,364,373,362,None,None,None,,,,,,,,,,,
2024-02-06 17:18:50.241338,6.010809421539307,336,347,337,None,None,None,,,,,,,,,,,
2024-02-06 17:18:51.244607,7.014079332351685,339,350,339,None,None,None,,,,,,,,,,,
2024-02-06 17:18:52.252992,8.022463321685791,359,369,357,None,None,None,,,,,,,,,,,
2024-02-06 17:18:53.256847,9.026318550109863,369,379,367,None,None,None,,,,,,,,,,,
2024-02-06 17:18:54.264028,10.03350019454956,336,348,338,None,None,None,,,,,,,,,,,
2024-02-06 17:18:55.270980,11.040452003479004,336,347,338,None,None,None,,,,,,,,,,,
2024-02-06 17:18:56.275455,12.04492712020874,378,386,373,None,None,None,,,,,,,,,,,
2024-02-06 17:18:57.282817,13.05228877067566,390,399,390,None,None,None,,,,,,,,,,,
2024-02-06 17:18:58.298062,14.06753420829773,808,776,720,Motion,None,None,,,,,,,,,,1,
2024-02-06 17:18:59.318165,15.087636470794678,808,779,744,Motion,None,None,,,,,,,,,,1,
2024-02-06 17:19:00.333095,16.102566242218018,808,783,750,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:01.349679,17.11915111541748,809,782,749,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:02.369110,18.13858199119568,808,781,747,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:03.385740,19.155211448669434,808,779,742,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:04.401285,20.170756816864014,808,781,747,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:05.421359,21.190831184387207,808,783,750,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:06.436906,22.20637822151184,808,782,750,Motion,None,None,,,,,,,,,,1,
2024-02-06 17:19:07.452629,23.222100496292114,808,781,748,Motion,None,None,,,,,,,,,,1,
2024-02-06 17:19:08.472668,24.24213981628418,808,782,750,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:09.488816,25.25828742980957,808,777,739,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:10.504350,26.27382230758667,808,780,745,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:11.524140,27.293611764907837,808,782,750,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:12.539670,28.309141874313354,808,785,752,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:13.555724,29.325195789337158,808,782,749,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:14.575480,30.344951629638672,808,780,746,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:15.590211,31.35968327522278,808,780,745,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:16.607176,32.37664794921875,808,781,746,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:17.626701,33.39617300033569,808,783,750,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:18.642713,34.412184715270996,808,783,750,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:19.658179,35.427650690078735,809,785,753,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:20.678272,36.447744369506836,808,782,749,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:21.693556,37.46302771568298,808,785,754,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:22.712744,38.482216119766235,808,777,740,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:23.729324,39.49879550933838,808,791,762,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:24.744822,40.51429343223572,808,783,751,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:25.764658,41.53412961959839,808,778,742,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:26.781314,42.550785779953,808,776,740,Motion,None,None,,,,,,,,,,1,
2024-02-06 17:19:27.796424,43.5658962726593,808,782,748,Motion,None,None,,,,,,,,,,1,
2024-02-06 17:19:28.816740,44.586212158203125,808,781,748,Motion,None,None,,,,,,,,,,1,
2024-02-06 17:19:29.832409,45.60188102722168,808,779,744,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:30.847532,46.61700367927551,808,782,748,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:31.868170,47.63764142990112,808,780,746,Motion,None,None,,,,,,,,,,1,
2024-02-06 17:19:32.883895,48.65336728096008,808,779,744,Motion,None,None,,,,,,,,,,1,
2024-02-06 17:19:33.898867,49.6683394908905,808,781,747,Motion,None,None,,,,,,,,,,0,
2024-02-06 17:19:34.919037,50.68850827217102,808,783,752,Motion,None,None,,,,,,,,,,1,
2024-02-06 17:19:35.934567,51.704039335250854,808,782,748,Motion,None,None,,,,,,,,,,1,
