DateTime,SecondsSinceStart,Slot1ID,Slot2ID,Slot3ID,Slot1Sensor,Slot2Sensor,Slot3Sensor,MQ4Value,MQ5Value,MQ6Value,MQ9Value,DHTHumidity,DHTTemperature,BMPPressure,BMPTemperature,NEWTEMPTemperature,MotionValue,DecibelValue
2024-02-05 17:28:00.299084,0.000997304916381836,341,358,355,None,None,None,,,,,,,,,,,
2024-02-05 17:28:01.284825,0.986738920211792,333,344,331,None,None,None,,,,,,,,,,,
2024-02-05 17:28:02.288587,1.9905004501342773,367,375,367,None,None,None,,,,,,,,,,,
2024-02-05 17:28:03.296050,2.9979631900787354,300,314,304,None,None,None,,,,,,,,,,,
2024-02-05 17:28:04.300103,4.00201678276062,363,373,363,None,None,None,,,,,,,,,,,
2024-02-05 17:28:05.307740,5.009653329849243,360,371,356,None,None,None,,,,,,,,,,,
2024-02-05 17:28:06.310829,6.012742280960083,315,327,316,None,None,None,,,,,,,,,,,
2024-02-05 17:28:07.318695,7.020607948303223,319,331,320,None,None,None,,,,,,,,,,,
2024-02-05 17:28:08.321390,8.023303985595703,323,336,328,None,None,None,,,,,,,,,,,
2024-02-05 17:28:09.328334,9.030247211456299,809,603,488,None,None,None,,,,,,,,,,,
2024-02-05 17:28:10.348591,10.050504207611084,809,777,733,Motion,None,None,,,,,,,,,,0,
2024-02-05 17:28:11.365103,11.067016363143921,809,780,747,Motion,None,None,,,,,,,,,,1,
2024-02-05 17:28:12.380449,12.082362651824951,808,781,749,Motion,None,None,,,,,,,,,,1,
2024-02-05 17:28:13.399857,13.101770639419556,808,778,741,Motion,None,None,,,,,,,,,,0,
2024-02-05 17:28:14.416950,14.118863344192505,809,779,741,Motion,None,None,,,,,,,,,,0,
2024-02-05 17:28:15.433286,15.135200023651123,808,778,738,Motion,None,None,,,,,,,,,,1,
2024-02-05 17:28:16.452067,16.153980255126953,808,782,752,Motion,None,None,,,,,,,,,,1,
2024-02-05 17:28:17.467042,17.168955326080322,809,780,747,Motion,None,None,,,,,,,,,,0,
2024-02-05 17:28:18.483982,18.185895204544067,808,780,744,Motion,None,None,,,,,,,,,,0,
2024-02-05 17:28:19.503293,19.205206394195557,809,777,737,Motion,None,None,,,,,,,,,,0,
2024-02-05 17:28:20.519473,20.221386671066284,809,780,744,Motion,None,None,,,,,,,,,,1,
2024-02-05 17:28:21.535034,21.236947298049927,809,782,751,Motion,None,None,,,,,,,,,,0,
2024-02-05 17:28:22.555284,22.25719714164734,809,779,743,Motion,None,None,,,,,,,,,,0,
2024-02-05 17:28:23.570866,23.272780179977417,809,779,741,Motion,None,None,,,,,,,,,,0,
2024-02-05 17:28:24.586495,24.288408756256104,808,778,737,Motion,None,None,,,,,,,,,,1,
2024-02-05 17:28:25.606275,25.308188676834106,809,782,752,Motion,None,None,,,,,,,,,,1,
2024-02-05 17:28:26.621348,26.323261737823486,809,780,748,Motion,None,None,,,,,,,,,,0,
2024-02-05 17:28:27.641357,27.343270540237427,809,779,743,Motion,None,None,,,,,,,,,,0,
2024-02-05 17:28:28.657877,28.359791040420532,808,778,740,Motion,None,None,,,,,,,,,,0,
2024-02-05 17:28:29.672951,29.37486457824707,809,778,737,Motion,None,None,,,,,,,,,,1,
2024-02-05 17:28:30.692502,30.394415140151978,808,774,729,Motion,None,None,,,,,,,,,,0,
